"","X","x","tweet"
"5350",5350,"positive","@SouthwestAir Never felt better taken care of! Indian aunties are the gold standard. Thanks Aruna! http://t.co/aypyaDUY6a"
"5351",5351,"negative","@SouthwestAir I'm stuck in Fort Lauderdale."
"5352",5352,"negative","@SouthwestAir 2 hours on hold trying to reschedule Cancelled Flightled flight. Hold music stopped, but no one's answering. How can I reach a rep?"
"5353",5353,"negative","@SouthwestAir I thought you guys were the best airline...I've been on hold for an hour!"
"5354",5354,"positive","@SouthwestAir @SouthwestOliver that's a great FA right there."
"5355",5355,"positive","@SouthwestAir DM sent.  Thank you."
"5356",5356,"negative","@SouthwestAir Had to pay a $25 fare difference on a change but can't seem to find the receipt for it. How can I get a copy for reimbursement"
"5357",5357,"negative","@SouthwestAir can't speak with customer service for 2hours, still on hold! Do you guys work?#nogood"
"5358",5358,"negative","@SouthwestAir Seriously, is the reason for all the Cancelled Flightled flights and long phone wait times that you guys are tremendously understaffed?"
"5359",5359,"negative","@SouthwestAir VERY frustrated. Saw seats avail. online for pref alt. flight, unable to book online, lost those seats during &gt;2 hr phone hold"
"5360",5360,"neutral","@southwestair @cspkcats let us know if we can help"
"5361",5361,"neutral","@SouthwestAir would love Tix for Velour show-entered every contest and still haven't won :("
"5362",5362,"negative","@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold.  Unacceptable!"
"5363",5363,"positive","@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY"
"5364",5364,"positive","@SouthwestAir finally through thx"
"5365",5365,"negative","@SouthwestAir this is ridiculous. It's been 2 hours on hold to rebook Cancelled Flightled flight."
"5366",5366,"negative","@SouthwestAir - Hi Janet in customer service. I'm calling you back and have been sitting in que for 40 mins! Plz pick it up!!! #frustrated"
"5367",5367,"negative","@SouthwestAir I thank you for the reply but too complicated to DM, really would like to talk to a cust rep. What is going on there?"
"5368",5368,"negative","@SouthwestAir Can't DM you because you don't follow me."
"5369",5369,"negative","@SouthwestAir Yes. I figured an hour was a long enough time to hold before giving up. Can somebody call me?"
"5370",5370,"negative","@SouthwestAir - been on hold forever. My first flight was Cancelled Flightled but my 2nd flight is still on time - HELP!"
"5371",5371,"positive","@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight"
"5372",5372,"negative","@SouthwestAir is anyone answering phones to rebook Cancelled Flightled flights?"
"5373",5373,"positive","@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning."
"5374",5374,"negative","@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx"
"5375",5375,"positive","@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv"
"5376",5376,"negative","@SouthwestAir I will never choose @USAirways over you again! #getmeoffthisbird"
"5377",5377,"positive","@SouthwestAir had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches"
"5378",5378,"negative","@SouthwestAir been on hold now for 1 hour 20 minutes with cust service. Can you help?"
"5379",5379,"negative","@SouthwestAir too long to wait for bags when they could have been on the next flight out. The party of 4 could have waited in Albany"
"5380",5380,"negative","@SouthwestAir where are our pilots? Plane is here flight says it's still on time, but we should of been off the ground 15 minutes ago."
"5381",5381,"positive","@SouthwestAir Had a great trip this past week to Vegas for work; and had this pic over the Southwest on Southwest! http://t.co/a3YCFlaLxV"
"5382",5382,"negative","@SouthwestAir - I get that weather delays are not in your hands, but is there nothing else you can offer for the massive inconvenience?"
"5383",5383,"negative","@SouthwestAir answered. My options are a refund or a resched for Monday (I'd miss work). So I'm paying hundreds for a @USAirways flight tmw."
"5384",5384,"negative","@SouthwestAir on hold for over an hour twice?  Terrible."
"5385",5385,"negative","@SouthwestAir my flight is Cancelled Flightled due to weather. What next ?"
"5386",5386,"negative","@SouthwestAir crazy hold times today. Over an hour now. Help?"
"5387",5387,"negative","@SouthwestAir  been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? @SouthwestAir  #BNA"
"5388",5388,"negative","@SouthwestAir - STL-BOS flight today was Cancelled Flightled. Online resched form gives an error. On hold for past 90 min. HELP! #terribleservice"
"5389",5389,"neutral","@SouthwestAir How can we get refund instead of credit for flight that you Cancelled Flightled? We couldn't switch to a flight tomorrow."
"5390",5390,"negative","@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer? #BNA"
"5391",5391,"negative","@SouthwestAir Been on hold for over an hour - any chance someone can help me on here?"
"5392",5392,"negative","@SouthwestAir so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR"
"5393",5393,"neutral","@SouthwestAir Show Jacksonville some 💝too!  We want #3ticketsforJax!"
"5394",5394,"negative","@SouthwestAir Cancelled Flightled my flight without explanation and won't pick up the phone...25 minutes and counting.   #customerservice @olive201"
"5395",5395,"neutral","@SouthwestAir Plz consider customers you're losing to #AA for 🚫 the KC ↔️ OKC directs. #okcdirects #OKC #MCI #flights #okcprofessionals"
"5396",5396,"positive","@SouthwestAir so glad u guys do business w/ more class than UR competitors @SpiritAirlines 😏"
"5397",5397,"positive","@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!"
"5398",5398,"negative","@SouthwestAir my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty"
"5399",5399,"negative","@SouthwestAir I've been on hold for 2 hours!  When will you answer??"
"5400",5400,"negative","@SouthwestAir - i needed refund on my Cancelled Flightled flights this morning and had been on hold for more than an hour X 3. what to do?"
"5401",5401,"negative","@SouthwestAir thanks for the Cancelled Flightation today. Only airline that's Cancelled Flighted. Lost a customer today."
"5402",5402,"negative","@southwestair Cancelled Flightling flights due to winter weather is totally understandable, but it would sure be nice if you would answer your phones."
"5403",5403,"neutral","@SouthwestAir Can I book a flight on my own and get reimbursed by you?"
"5404",5404,"negative","@SouthwestAir, I've been on hold for 3 hrs. now, waiting to talk to someone with a pulse to get my Cancelled Flighted flight rescheduled. Is this SOP?"
"5405",5405,"negative","@SouthwestAir been on hold to rebook a flight to CMH for 1.5 hrs. Your rebook website is crashed."
"5406",5406,"negative","@SouthwestAir been on hold so long to rebook my Cancelled Flightled flight I had enough time to rebook with @USAirways instead! Lots of room there!"
"5407",5407,"neutral","@SouthwestAir Are we sure flights will not be Cancelled Flighted after 1200 I am trying to make plans in STL"
"5408",5408,"positive","@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2"
"5409",5409,"negative","@SouthwestAir Have been on hold to reschedule a flight for 1.5 hours! Please help! Phone will be out of batteries soon."
"5410",5410,"negative","@SouthwestAir 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb"
"5411",5411,"neutral","@SouthwestAir Flight 4315 (N231WN) taxis at @FlyTPA prior to flight to @Fly_Nashville http://t.co/IDRa8keNoH"
"5412",5412,"negative","@SouthwestAir  at fort launder dale and the gate agent can't switch flights to an earlier flight but we can on our phone...ridiculous"
"5413",5413,"negative","@SouthwestAir so why is every single flight out of @PortColumbusCMH Cancelled Flightled for only your airline?"
"5414",5414,"negative","@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService"
"5415",5415,"negative","@SouthwestAir I'm going to need you to answer your phones. Being on hold for an hour isn't okay."
"5416",5416,"negative","@SouthwestAir almost an hour on hold for swa is inexcusable #hiremorepeople"
"5417",5417,"positive","@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :)"
"5418",5418,"negative","@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!"
"5419",5419,"negative","@SouthwestAir Thanks for not telling us our flight was Cancelled Flightled, not helping us in anyway and ruining my birthday. #worstcustomerservice"
"5420",5420,"negative","@SouthwestAir how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site, phone and agents took 1h to rebook"
"5421",5421,"positive","@SouthwestAir loving the boarding to go to Chicago #KeepItMovin'"
"5422",5422,"neutral","@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ"
"5423",5423,"negative","@SouthwestAir jumped the gun a little Cancelled Flighting our flights? No other airline is Cancelled Flighting out of Louisville. You're ruining my vacation."
"5424",5424,"negative","@SouthwestAir apologies help. Would have been nice had supvsr. Sally in CLE offered one. Not usual gr8 southwest customer service I love"
"5425",5425,"negative","@SouthwestAir On hold for two hours and it timed-out on me. Great system you got there."
"5426",5426,"negative","@SouthwestAir rocks - @AmericanAir horror"
"5427",5427,"negative","@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now..."
"5428",5428,"negative","@SouthwestAir There's nothing I love more than being on hold for over an hour http://t.co/LIQWoblFbT"
"5429",5429,"neutral","@SouthwestAir @Imaginedragons #DestinationDragons Scavenger Hunt rules: http://t.co/vHgkiTzSaw"
"5430",5430,"negative","@SouthwestAir app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2"
"5431",5431,"negative","@SouthwestAir I need your help but no one will pick up the phone."
"5432",5432,"negative","@SouthwestAir Anyone answering phone this morning at 800IFLYSWA? On hold 51 minutes and counting..."
"5433",5433,"neutral","@SouthwestAir we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG"
"5434",5434,"negative","@SouthwestAir were you handing out tickets while I was sleep ?"
"5435",5435,"neutral","@SouthwestAir DAL is due for sleet Sun. eve-didn't see it listed for cities that can re-book?  Fly to DCA at 8:10"
"5436",5436,"positive","@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks"
"5437",5437,"negative","@SouthwestAir why did I not receive drink coupons with 65,000 points? But all my friends did?"
"5438",5438,"neutral","@SouthwestAir absolutely required? Are the flights going to be 100% Cancelled Flighted?"
"5439",5439,"neutral","@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling"
"5440",5440,"neutral","@SouthwestAir Do you have childrens rates for flights?"
"5441",5441,"negative","@SouthwestAir how often are airplane seats/tray tables cleaned and sanitized? rather have air purifier and clean seats than #wifi 😷😱"
"5442",5442,"negative","@SouthwestAir I lost my luggage. My birthday wish is to find my luggage."
"5443",5443,"neutral","@SouthwestAir  If you'd love to see more girls get inspired about becoming pilots, RT our free Albuquerque event. http://t.co/rfXlV1kGDh"
"5444",5444,"neutral","@SouthwestAir at troubadour with @Imaginedragons .#DestinationDragons http://t.co/rKlQXXaWhc"
"5445",5445,"neutral","@SouthwestAir Hey there, can you follow us so we can DM you a question :) 😁"
"5446",5446,"negative","@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!"
"5447",5447,"negative","@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415"
"5448",5448,"negative","@southwestair Grand total from landing to getting bag: one hour. That's very sad."
"5449",5449,"negative","@southwestair Your staff was really kind about the flight delay. Luggage? Not at all. Very disappointing."
"5450",5450,"positive","@SouthwestAir Hey southwest! I wanna go to see @Imaginedragons ! You guys are a lot better then jet blue."
"5451",5451,"negative","@southwestair Landed an hour Late Flight from IND to DEN, and 40+ min Late Flightr, our bags are not here. Not cool."
"5452",5452,"positive","@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!"
"5453",5453,"negative","@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi"
"5454",5454,"neutral","@SouthwestAir Salted or honey roasted? I vote to bring back the salted peanuts. I dread a year of the honey roasted!😖 http://t.co/RHw78ktQFO"
"5455",5455,"neutral","@SouthwestAir - did SWA send out customer surveys to earn $100 toward flights? Is this legit?"
"5456",5456,"neutral","@SouthwestAir @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad"
"5457",5457,"neutral","@SouthwestAir Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!"
"5458",5458,"negative","@SouthwestAir wanting a ⭐️ for the ✈️ finding the gate. No apology or exp. All good, I'm sure connecting flight leaving SAC will be chill!"
"5459",5459,"negative","@SouthwestAir sucks. Passengers leaving the plane to make room luggage, checking luggage and getting back on. Delayed flights to same city."
"5460",5460,"negative","@SouthwestAir cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies"""
"5461",5461,"neutral","@SouthwestAir it was 3472"
"5462",5462,"negative","@SouthwestAir flight to San Diego is delayed per usual.. take me home!"
"5463",5463,"neutral","@SouthwestAir how do I find travel funds I have available to use f/ past changed flights? don't see an option in my account."
"5464",5464,"positive","@SouthwestAir @FortuneMagazine 
great news."
"5465",5465,"positive","@SouthwestAir is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!"
"5466",5466,"neutral","@SouthwestAir my father was kind enough to offer to pay for a hotel, but I can't use this coupon if he pays from FL. no help?"
"5467",5467,"negative","@SouthwestAir every other city on your nationwide sale has fabulous fares. Why nothing from Buffalo? except for 2 cities?"
"5468",5468,"negative","@SouthwestAir I have a voucher w swa that expires 4/10. An extension would be a lot of luv"
"5469",5469,"positive","@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about."
"5470",5470,"negative","@SouthwestAir not sure why we are still here in Dallas.  Plane has been at gate for 30 min.  No update at all.  Flight 1140, poor service."
"5471",5471,"negative","@SouthwestAir Loved one's flight ATL to IND Cancelled Flightled due to ""ice in Indy"". Sitting here in Indy, it is bone dry. Tomorrow 4-6"" of snow."
"5472",5472,"positive","@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH"
"5473",5473,"positive","@SouthwestAir thanks for the ride to Chicago. #kmdw #b738 http://t.co/6cpYPGFnD6"
"5474",5474,"neutral","@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out"
"5475",5475,"negative","@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?"
"5476",5476,"positive","@SouthwestAir @JasonWhitely flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert."
"5477",5477,"positive","@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍"
"5478",5478,"negative","@SouthwestAir Cancelled Flightled my flight and I'm stranded in St. Louis. Not sure what to do. No other flight until tomorrow. Am I to sleep in airpt"
"5479",5479,"neutral","@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?"
"5480",5480,"negative","@SouthwestAir - stuck on the runway, again. Delayed on Wednesday. Not a good way to take care of your loyal customers."
"5481",5481,"positive","@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks"
"5482",5482,"positive","@SouthwestAir first time flying with you. You've definitely won me over!"
"5483",5483,"negative","@SouthwestAir we're doing our best; sitting at a gate waiting (while not being given information why we're delayed) isn't making this easy"
"5484",5484,"positive","@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you."
"5485",5485,"positive","@SouthwestAir LUVed the SJC gate 23 agent this am who boarded flight 372 to DAL. Didn't get his name. He represents your brand so well."
"5486",5486,"positive","@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!"
"5487",5487,"positive","@SouthwestAir great flight got us back on time!  Thanks"
"5488",5488,"neutral","@SouthwestAir -17mph winds and would do anything to be in Florida right now.. help a sister out!!"
"5489",5489,"neutral","@SouthwestAir @SwagglikeBean take me here"
"5490",5490,"neutral","@SouthwestAir my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest #DestinationDragons"
"5491",5491,"positive","@SouthwestAir thx for smooth landing today @fly2midway, we applauded! Now what can u do abt the weather? #takemeback http://t.co/OQZ7Wc4lLA"
"5492",5492,"positive","@SouthwestAir not frustrated, just an idea! Great crew. Thanks! #happycustomer"
"5493",5493,"neutral","@SouthwestAir no her lunch was over by the time she got her call answered"
"5494",5494,"negative","@SouthwestAir my parents flight frm STL2ATL Cancelled Flighted 2nite. When's the next one out?!"
"5495",5495,"negative","@SouthwestAir well my mom called earlier and you guys had her on hold for close to an hour"
"5496",5496,"negative","@SouthwestAir there's an hour wait here for reFlight Booking Problems in line at Omaha."
"5497",5497,"negative","@SouthwestAir it says I can't because my flight is in progress."
"5498",5498,"negative","@SouthwestAir can you help me with reFlight Booking Problems? My flight was Cancelled Flighted. FWHEI6"
"5499",5499,"negative","@SouthwestAir alist pref doesn't do any good if direct to atl is always wifiless. Flight 1701."
"5500",5500,"negative","@SouthwestAir is that the same reliable system couldn't find my info and then said it refund my credit card ?"
"5501",5501,"negative","@SouthwestAir 14 hours????  Sorry don't get it. Oh well. Screw the weekend in Az right?  Eat the hotel, no problem."
"5502",5502,"positive","@SouthwestAir we had early bird, and it was great. Your employees were awesome. It was 3 passengers who killed the buzz."
"5503",5503,"negative","@SouthwestAir I am absolutely sick of 300s and no wifi!"
"5504",5504,"negative","@SouthwestAir when will airfare be available through December of this year? I have 2 major trips coming up and I'm anxious to book them!"
"5505",5505,"positive","@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤"
"5506",5506,"neutral","@SouthwestAir is the contest over for Destination Dragons? I want to try to do everything I can to go."
"5507",5507,"positive","@SouthwestAir you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service"
"5508",5508,"neutral","@SouthwestAir So the upcoming RR changes/Deval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it."
"5509",5509,"neutral","@SouthwestAir  traveling 2bwi nMaryland 2morrw any chance the flight being Cancelled Flightled to inclement weather? Any chance can get earlier flight"
"5510",5510,"negative","@SouthwestAir @dultch97 kid just wants fucking money #scumbag"
"5511",5511,"positive","@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING"
"5512",5512,"neutral","@SouthwestAir just do it that easy"
"5513",5513,"positive","@SouthwestAir I'll have to drop by next time I visit!"
"5514",5514,"positive","@SouthwestAir @SacIntlAirport Feels like a good day to fly!!  Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome"
"5515",5515,"positive","@SouthwestAir Great trip on 2672 yesterday - outstanding flight attendants"
"5516",5516,"neutral","@SouthwestAir how can customers get in touch with you internationally from Mexico for lost baggage"
"5517",5517,"neutral","@SouthwestAir $192 rndtrp 4/30-5/5 ""@DJQ_KC: RT @djimpact: If you're trying to make travel reservations for Vegas on May 2nd it's too Late Flight"""
"5518",5518,"positive","@SouthwestAir I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;)"
"5519",5519,"negative","@SouthwestAir @dultch97 that's horse radish 😤🐴"
"5520",5520,"negative","@SouthwestAir thanks! More concerned about the conflicting texts I was receiving my about my flight  Having to drive 10 hours now 😢"
"5521",5521,"positive","@SouthwestAir Thank you!"
"5522",5522,"positive","@SouthwestAir thank you. See u next wednesday in FLL. Save me some peanuts"
"5523",5523,"neutral","@SouthwestAir    How's life @ the NOC?"
"5524",5524,"neutral","@SouthwestAir I will tell marry a lamp if you give me tickets to the Vegas show please I am desperate"
"5525",5525,"neutral","@SouthwestAir Are there any current promotions/codes for Nashville-Denver? Thank you!"
"5526",5526,"neutral","@SouthwestAir #promotion fly 3 roundtrip #flights to and from #ATL between 2/15 and 5/17 and get a companion pass for the year #travel"
"5527",5527,"positive","@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️"
"5528",5528,"positive","@SouthwestAir I will do just about anything tO GO TO THE VEGAS SHOW PLEASE MAN"
"5529",5529,"negative","@SouthwestAir here we go again. Delayed in Chicago why offer the 630 flight if you never intend to fly it"
"5530",5530,"neutral","@SouthwestAir OMG OMG OMG !!! I JUST DID!!"
"5531",5531,"negative","@SouthwestAir @JulGood1 she was traveling with me the one that got miscommunicated with"
"5532",5532,"negative","@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!"
"5533",5533,"neutral","@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother."
"5534",5534,"neutral","@SouthwestAir do you have special fares for students to visit prospective schools?  It's expensive to visit graduate programs."
"5535",5535,"neutral","@SouthwestAir I would be eternally grateful for tickets to the Vegas show ( ͡° ͜ʖ ͡°) God bless"
"5536",5536,"negative","@SouthwestAir baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???"
"5537",5537,"negative","@SouthwestAir http://t.co/tTXRSyNLxr doesn't work on my flight. Just fyi."
"5538",5538,"neutral","@SouthwestAir PLEASE HELP! I would die to see the Vegas show! It would be amazing to hear their songs for real!"
"5539",5539,"neutral","@SouthwestAir I need Imagine Dragons like I need air..... PLEASE HOOM ME UP FOR THE VEGAS SHOW ( ͡° ͜ʖ ͡°)"
"5540",5540,"neutral","@SouthwestAir I am committed okay please hook me up for #DestinationDragons"
"5541",5541,"negative","@SouthwestAir I would die if I got tickets to #DestinationDragons and you would be invited to my funeral"
"5542",5542,"negative","@SouthwestAir = easy and pleasant. @united = difficult and stressful. Learned my lesson."
"5543",5543,"neutral","@SouthwestAir I would sell my nonexistent soul to go see #DestinationDragons"
"5544",5544,"neutral","@SouthwestAir @TheEllenShow @Imaginedragons this job interferes w/Ellen Show &amp; concerts! will alway treasure my @LiveAtFirefly experience!"
"5545",5545,"positive","@SouthwestAir got it taken care of! thank you &lt;3"
"5546",5546,"negative","@SouthwestAir not sure I can trust a statement with that many small numbers above words. http://t.co/o3sRL1hfho"
"5547",5547,"neutral","@southwestair has posted flight schedule covering the date range of @_defcon_ 23"
"5548",5548,"negative","@SouthwestAir Late Flightly you've always been Late Flight! Please get back to the old #SWA!!"
"5549",5549,"negative","@SouthwestAir Totally sucks that my flights were weathered out of existence, but Stacy in Tucson helped with an overnight in Vegas!"
"5550",5550,"negative","@SouthwestAir are you guys alive? i've been on hold for 25 minutes and counting....."
"5551",5551,"negative","@SouthwestAir Gary Kelly should be ashamed of himself running a corporation in this way"
"5552",5552,"negative","@SouthwestAir you guys just rip me off if I could Cancelled Flight every flight I had booked for my employees I  would Buyer beware"
"5553",5553,"negative","@SouthwestAir not if its travel Credit you used to buy and it expires on the day you find a lower rate"
"5554",5554,"positive","@SouthwestAir please acknowledge Attendant Jeff Wernicke. Beat in class and service on SW"
"5555",5555,"neutral","@SouthwestAir LACMA on Fairfax."
"5556",5556,"negative","@SouthwestAir just want the money I paid for early bird refunded. Noone seemed to be able at three different. SW should have that worked out"
"5557",5557,"negative","@SouthwestAir I filled in the form on the website too. Darn it all. I guess I'll just have to cross my fingers."
"5558",5558,"positive","@SouthwestAir THANK YOU SO MUCH FOR ACCESS TO #DestinationDragons TONIGHT AT @theTroubadour 😁 @Imaginedragons Crying /dying rn #ripme"
"5559",5559,"positive","@SouthwestAir so excited about our last minute trip to @Disneyland (and she doesn't know yet!) http://t.co/nKAFbjyARi"
"5560",5560,"neutral","@SouthwestAir aren't you based in Chicago? Why are you doing a hunt in LA and not your home city????!! Please bring one home"
"5561",5561,"negative","@SouthwestAir heyo! What is causing flight 1836 ewr to hou to be delayed?"
"5562",5562,"neutral","@SouthwestAir when will you have flight from DAL to PVD?"
"5563",5563,"negative","@SouthwestAir Your wifi stinks. I'm not mad, but i wouldn't hate it if i got my money refunded."
"5564",5564,"negative","@SouthwestAir Cancelled Flights arrivals &amp; departures in Nashville as of 5pm. That and more weather headlines @ 4pm #LiveOnFOX17 #FebruaryFreezeFox17"
"5565",5565,"neutral","@SouthwestAir any spare tickets for Vegas? Would be forever grateful! #DestinationDragons"
"5566",5566,"neutral","@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons"
"5567",5567,"positive","@SouthwestAir THANK YOU SO MUCH!! http://t.co/tGSB1DfPS3"
"5568",5568,"neutral","@SouthwestAir any chance they will change this to include Northeast airports?  JetBlue has."
"5569",5569,"negative","@SouthwestAir I was on hold for 30 minutes &amp; no one knows how to win these tickets that you're still handing out? #DestinationDragons"
"5570",5570,"negative","@SouthwestAir  after 38 minutes on the phone I'm given another number to call now still on hold with them. http://t.co/1ZT2kEe8up"
"5571",5571,"neutral","@SouthwestAir please....can I have the last tickets for me and my best friend to #DestinationDragons http://t.co/eQqi1nfSZh"
"5572",5572,"positive","@SouthwestAir rules."
"5573",5573,"negative","@SouthwestAir no one I call knows anything about it so I'm just wondering how to get any? #DestinationDragons"
"5574",5574,"neutral","@SouthwestAir I saw ppl were winning tickets still, how do we win some?"
"5575",5575,"negative","@SouthwestAir okaaaaay UGH IM 8 MIN AWAY"
"5576",5576,"neutral","@SouthwestAir go @franks105 go!"
"5577",5577,"neutral","@SouthwestAir please please please http://t.co/xiJiFYmvqP"
"5578",5578,"negative","@SouthwestAir Yes, but I like need my luggage before tomorrow morning"
"5579",5579,"neutral","@SouthwestAir 5 min away!"
"5580",5580,"negative","@SouthwestAir doesn't care nor does SNA agent Jacquie Plitt, rude gal bad attitude! had 2 fly @USAirways 2 CABO thx http://t.co/VbUxfPCKfa"
"5581",5581,"positive","@SouthwestAir   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH"
"5582",5582,"negative","@SouthwestAir needs 2 make me whole Used my tkt back n PHX due 2 rude SNA agent Jacquie Plitt flew @USAirways 2 CABO http://t.co/QxWW1p09a0"
"5583",5583,"neutral","@SouthwestAir 8 mins!!! http://t.co/bbZiJWFDL3"
"5584",5584,"neutral","@SouthwestAir  is there a route to flight from Mexico City to Chicago midway using your services?"
"5585",5585,"positive","@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general."
"5586",5586,"neutral","@SouthwestAir how many are left?!"
"5587",5587,"negative","@southwestAir SWA agent Jacquie Plitt @Orangecounty SNA rudely tells me You're not going 2 CABO today or manana back 2 PHX flew @USAirways"
"5588",5588,"positive","@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J"
"5589",5589,"negative","@SouthwestAir thanks for losing my luggage"
"5590",5590,"negative","@SouthwestAir what about for us that cant get to the states they are playing for the hunt? Any DestinationDragons tickets left?Even just one"
"5591",5591,"neutral","@SouthwestAir I'm on the 110 lol has anyone arrived yet??"
"5592",5592,"neutral","@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?"
"5593",5593,"neutral","@SouthwestAir how many left?! I'm 15 min wway"
"5594",5594,"negative","@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed"
"5595",5595,"neutral","@SouthwestAir I cannot DM you as you do not follow me."
"5596",5596,"negative","@SouthwestAir and this asshole cut in front of me. Your system blows. http://t.co/7ujt8VTCpa"
"5597",5597,"negative","@SouthwestAir it's pretty stupid and I probably won't fly it again. Plus hearing nightmare stories of overbooked flights."
"5598",5598,"neutral","@SouthwestAir I'm 30 mins out WAIT FOR ME😭😭😭"
"5599",5599,"neutral","@SouthwestAir get me on flight 4146 to denver and I'll be more than happy !!!!!"
